data,brl_price_yesterday,brl_price_yesterday-1,var_brl_price_yesterday,var_usd_price_yesterday,usd,brl_price
07-10-2022,1233.20,1260.20,27,-0.05,5.23,1229.18
10-10-2022,1229.18,1233.20,04.02,0.09,5.18,1226.30
11-10-2022,1226.30,1229.18,2.88,0.01,5.27,1223.75
13-10-2022,1223.75,1226.30,2.55,0.05,5.28,1176.35
14-10-2022,1176.35,1223.75,47.4,-0.03,5.33,1154.73
17-10-2022,1154.73,1176.35,21.62,-0.04,5.30,1141.32
18-10-2022,1141.32,1154.73,13.41,0.01,5.26,1130.38
19-10-2022,1130.38,1141.32,10.94,-0.05,5.27,1103.41
20-10-2022,1103.41,1130.38,26.97,-0.07,5.22,1081.63
21-10-2022,1081.63,1103.41,21.78,0.14,5.15,1070.11
24-10-2022,1070.11,1081.63,11.52,0.03,5.29,1078.75
25-10-2022,1078.75,1070.11,-8.64,0.05,5.32,1062.79
26-10-2022,1062.79,1078.75,15.96,-0.07,5.37,1040.79
27-10-2022,1040.79,1062.79,22,0.01,5.30,1037.92
28-10-2022,1037.92,1040.79,2.87,-0.14,5.31,987.53
31-10-2022,987.53,1037.92,50.39,-0.06,5.17,1005.33
01-11-2022,1005.33,987.53,-17.8,0,5.11,987.63
03-11-2022,987.63,1005.33,17.7,-0.08,5.11,958.29
04-11-2022,958.29,987.63,29.34,0.13,05.03,961.72
07-11-2022,961.72,958.29,-3.43,0.01,5.16,940.31
08-11-2022,940.31,961.72,21.41,0.01,5.17,934.82
09-11-2022,934.82,940.31,5.49,0.22,5.18,930.62
10-11-2022,930.62,934.82,4.2,-0.06,5.40,957.67
11-11-2022,957.67,930.62,-27.05,-0.01,5.34,969.33
14-11-2022,969.33,957.67,-11.66,0.05,5.33,956.77
16-11-2022,956.77,969.33,12.56,0.05,5.38,943.57
17-11-2022,943.57,956.77,13.2,-0.06,5.43,943.15
18-11-2022,943.15,943.57,0.42,-0.06,5.37,932.71
21-11-2022,932.71,943.15,10.44,0.07,5.31,949.51
22-11-2022,949.51,932.71,-16.8,-0.01,5.38,970.27
23-11-2022,970.27,949.51,-20.76,-0.06,5.37,975.17
24-11-2022,975.17,970.27,-4.9,0.1,5.31,972.75
25-11-2022,972.75,975.17,2.42,-0.04,5.41,984.78
28-11-2022,984.78,972.75,-12.03,-0.08,5.37,972.21
29-11-2022,972.21,984.78,12.57,-0.08,5.29,999.97
30-11-2022,999.97,972.21,-27.76,0,5.21,1003.01
01-12-2022,1003.01,999.97,-3.04,0.01,5.21,986.50
02-12-2022,986.50,1003.01,16.51,0.06,5.22,982.38
05-12-2022,982.38,986.50,4.12,-0.01,5.28,981.02
06-12-2022,981.02,982.38,1.36,-0.06,5.27,989.09
07-12-2022,989.09,981.02,-8.07,0,5.21,984.85
08-12-2022,984.85,989.09,4.24,0.03,5.21,973.49
09-12-2022,973.49,984.85,11.36,0.09,5.24,979.85
12-12-2022,979.85,973.49,-6.36,-0.01,5.33,1016.22
13-12-2022,1016.22,979.85,-36.37,0,5.32,1023.87
14-12-2022,1023.87,1016.22,-7.65,0,5.32,1028.07
15-12-2022,1028.07,1023.87,-4.2,-0.02,5.32,1045.13
16-12-2022,1045.13,1028.07,-17.06,0.01,5.30,1020.37
19-12-2022,1020.37,1045.13,24.76,-0.1,5.31,1016.75
20-12-2022,1016.75,1020.37,3.62,-0.01,5.21,1027.61
21-12-2022,1027.61,1016.75,-10.86,-0.02,5.20,1023.12
22-12-2022,1023.12,1027.61,4.49,-0.02,5.18,1022.97
23-12-2022,1022.97,1023.12,0.15,0.05,5.16,1024.86
26-12-2022,1024.86,1022.97,-1.89,0.07,5.21,1027.31
27-12-2022,1027.31,1024.86,-2.45,-0.03,5.28,1023.64
28-12-2022,1023.64,1027.31,3.67,0.03,5.25,1044.61
29-12-2022,1044.61,1023.64,-20.97,-5.28,5.28,1037.90
